filename	Name in catalogue	Original title	Transliterated title	Type	year	collector	place	performer	archive reference	original metadata	Number of voices	Performer gender or age	audio recording	additional remarks
Vinnytsia_112_Kolo kirnytsi	ОК-ХК-08	Коло кірниці 	Kolo kirnytsi 	spring	2007	Тищенко О., Матіяш Д., Кушка Т., Єпіченко М.	"с. Бірків Літинського р-ну 
Вінницької обл. "	Парфенюк Л. М., Чухмайтер І. Н., Калінська Н. П., Нечипорук М. М., Свічколан В. М., Свириденюк Г. С., Савіна Т. Й., Андрушко Є. С., Печериця М. С., Войтко М. А., Калінська Г.,Нижник О. 	Транскрибування:  Єфремова Л. О., № 7 (28).	"Зап. у січні 2007 р. Тищенко О., Матіяш Д., Кушка Т., Єпіченко М. у с. Бірків Літинського р-ну 
Вінницької обл. від Парфенюк Л. М., Чухмайтер І. Н., Калінської Н. П., Нечипорук М. М., Свічко-
лан В. М., Свириденюк Г. С., Савіної Т. Й., Андрушко Є. С., Печериці М. С., Войтко М. А., Калін-
ської Г. та Нижник О. Розшифр. Єфремова Л. О., № 7 (28)."	heterophony	group of women		
Vinnytsia_113_Ya v rizhechku	ОК-ХК-08	Иа в ріжечку 	Ya v rizhechku 	spring	1928	Корсовецький Орест	с. Клембівка Ямпільського р-ну Вінницької обл. 	Сирітка Іван Микитович, 32 р.  	ІМФЕ, ф. 6-4, од. зб. 157, арк. 24 зв. (49), № 40.	"Зап. 10.01 1928 р. Корсовецький І. у с. Клембівка Ямпільського р-ну Вінницької обл. від Сирітки 
І. М. – ІМФЕ, ф. 6-4, од. зб. 157, арк. 24 зв. (49), № 40."	heterophony	man		
Vinnytsia_114_Shchedrivochka, dobrivochka	ОК-ТМ+ОК-КП-07	Шчедрівочка, добрівочка 	Shchedrivochka, dobrivochka 	spring	1928	Корсовецький Орест	с. Клембівка Ямпільського р-ну Вінницької обл. 	Дудник Ласовета 	ІМФЕ, ф. 6-4, од. зб. 157, арк. 23 (46-47), №№ 37-38. Див. №№ 43-45.	"Зап. 9.0І 1928 р. Корсовецький І. у с. Клембівка Ямпільського р-ну Вінницької обл. від Дудник 
Ласовети. – ІМФЕ, ф. 6-4, од. зб. 157, арк. 23 (46-47), №№ 37-38. Див. №№ 43-45."	unison	woman		
Vinnytsia_115_Petrivochka	ОК-ТМ-04	Петрівочка 	Petrivochka 	spring	1971	Мельник П. Я.	с. Коси Могилів-Подільського р-ну Вінницької обл. 	-	ІМФЕ, ф. 14-3,од. зб. 907/І, арк. 78.	"Зап. 1971 р. Мельник П. Я. у с. Коси Могилів-Подільського р-ну Вінницької обл. – ІМФЕ, ф. 14-3, 
од. зб. 907/І, арк. 78."	unison			
Vinnytsia_116v_Oi uchora	ОК-ТМ-01	Оі учора 	Oi uchora 	spring	-	Коновал В.	"с. Басаличівка Гайсинського пов. на Поділлі (нині Гай-
синського р-ну Вінницької обл."	Івасенко Павло	"ІМФЕ, ф. 6-4, од. зб. 177, арк. 25 (12), № 35 
(904)."	"Зап. 1927 р. Середович М. у с. Мухівці Немирівського р-ну Вінницької обл. – ІМФЕ, ф. 6-4, од. 
зб. 160, арк. 2, № 4. Вар. зап. Коновал В. у с. Басаличівка Гайсинського пов. на Поділлі (нині Гай-
синського р-ну Вінницької обл. від Павла Івасенка. – ІМФЕ, ф. 6-4, од. зб. 177, арк. 25 (12), № 35 
(904)."	unison	man		
Vinnytsia_116_Oi uchora	ОК-ТМ-01	Оі учора 	Oi uchora 	spring	1927	Середович М.	с. Мухівці Немирівського р-ну Вінницької обл. 	-	ІМФЕ, ф. 6-4, од.зб. 160, арк. 2, № 4. 	"Зап. 1927 р. Середович М. у с. Мухівці Немирівського р-ну Вінницької обл. – ІМФЕ, ф. 6-4, од. 
зб. 160, арк. 2, № 4. Вар. зап. Коновал В. у с. Басаличівка Гайсинського пов. на Поділлі (нині Гай-
синського р-ну Вінницької обл. від Павла Івасенка. – ІМФЕ, ф. 6-4, од. зб. 177, арк. 25 (12), № 35 
(904)."	unison			
Vinnytsia_117_Oi uchora	ОК-ТМ-01	Оі учора 	Oi uchora 	spring	1964	Ященко Леопольд	с. Слобода-Яришівська Могилів-Подільського р-ну Вінницької обл. 	"
Руденко М. А. "	ІМФЕ, ф. 14-3, од. зб. 299б, арк. 41-42.	"Зап. 1964 р. Ященко Л. І. у с. Слобода-Яришівська Могилів-Подільського р-ну Вінницької обл. від 
Руденко М. А. – ІМФЕ, ф. 14-3, од. зб. 299б, арк. 41-42."	2 voices			
Vinnytsia_118_Oi uchora	ОК-ТМ-01	Оі учора 	Oi uchora 	spring	1972	Василенко Зоя, Рубай Галина, Довженок Галина	"с. Дмитренки Гайсинського р-ну Вінни-
цької обл. "	Колесниченко Ганна Іванівна, 1906 р.н., 1906 р.н. 1906 р.н. 	"ІМФЕ, ф. 14-5, од. зб. 424, арк. 19-21; фонозапис ф. 
14-10, од. зб. 1246. Транскрибування:  Виноградов Г. В."	"Зап. 1972 р. Василенко Зоя, Рубай Галина, Довженок Галина у с. Дмитренки Гайсинського р-ну Вінни-
цької обл. від Колесниченко Ганни Іванівни. – ІМФЕ, ф. 14-5, од. зб. 424, арк. 19-21; фонозапис ф. 
14-10, од. зб. 1246. Розшифр. Виноградов Г. В."	unison	woman	"фонозапис ф. 
14-10, од. зб. 1246"	
Vinnytsia_119_Nasha Malanka	ОК-ТМ-01	Наша Маланка 	Nasha Malanka 	spring	2007	Кушка Т. Я., Матіяш Д. В.	"с. Рожична Оратівського р-ну Вінницької обл. 
"	жіночій гурт	Транскрибування:  Єфремова Л. О. № 8 (661).	"Зап. у березні 2007 р. Кушка Т. Я., Матіяш Д. В. у с. Рожична Оратівського р-ну Вінницької обл. 
від жіночого гурту. Розшифр. Єфремова Л. О. № 8 (661)."	heterophony	group of women		
Vinnytsia_120_Oi pasla, pasla	ОК-ТМ-01	Оі пасла, пасла 	Oi pasla, pasla 	spring	2007	Кушка Т. Я., Матіяш Д. В.	"с. Забужжя Немирівського р-ну Вінницької обл.
"	жіночій гурт	Транскрибування:  Єфремова Л. О. № 16 (553).	"Зап. у лютому 2007 р. Кушка Т. Я., Матіяш Д. В. у с. Забужжя Немирівського р-ну Вінницької обл.
від жіночого гурту. Розшифр. Єфремова Л. О. № 16 (553)."	unison	group of women		
Vinnytsia_121_Nasha Malanka	ОК-ТМ-02	Наша Маланка 	Nasha Malanka 	spring	2007	Кушка Т. Я., Матіяш Д. В.	с. Устя Бершадського р-ну Вінницької обл. 	гурт	Транскрибування:  Єфремова Л. О. № 50 (430).	"Зап. у лютому 2007 р. Кушка Т. Я., Матіяш Д. В. у с. Устя Бершадського р-ну Вінницької обл. від 
гурту Розшифр. Єфремова Л. О. № 50 (430)."	unison	group of singers		
Vinnytsia_122_Melanka khodyla	ОК-ТМ-05	Меланка ходила 	Melanka khodyla 	spring	2007	Тищенко О., Матіяш Д., Кушка Т., Єпіченко М.	"с. Бірків Літинського р-ну 
Вінницької обл. "	-	Транскрибування:  Єфремова Л. О., № 10 (31).	"Зап. у січні 2007 р. Тищенко О., Матіяш Д., Кушка Т., Єпіченко М. у с. Бірків Літинського р-ну 
Вінницької обл. Розшифр. Єфремова Л. О., № 10 (31)."	unison			
Vinnytsia_123_Oi na richtsi	ОК-СЩ	Оі на річці 	Oi na richtsi 	spring	2007	Кушка Т. Я., Матіяш Д. В.	"с. Рожична Оратівського р-ну Вінницької обл. 
"	жіночій гурт	Транскрибування:  Єфремова Л. О. № 6 (659).	"Зап. у березні 2007 р. Кушка Т. Я., Матіяш Д. В. у с. Рожична Оратівського р-ну Вінницької обл. 
від жіночого гурту. Розшифр. Єфремова Л. О. № 6 (659)."	unison	group of women		
Vinnytsia_124_Oi vmer Savka	ОК-СЩ	Оі вмер Савка 	Oi vmer Savka 	spring	-	Лисенко Микола	с. Плисків (нині Погребищенського р-ну Вінницької обл.) 	Софія Тобілевич (Дідківська)	"ІМФЕ, ф. 24-5, од. зб. 31, арк. 77 (мел.), текст у М. П. Гайдая, ф. 14-5, од. зб. 
48, арк. 264-265, № 128"	"Зап. Лисенко М. В. у с. Плисків (нині Погребищенського р-ну Вінницької обл.) від Софії Тобіле-
вич (Дідківської). – ІМФЕ, ф. 24-5, од. зб. 31, арк. 77 (мел.), текст у М. П. Гайдая, ф. 14-5, од. зб. 
48, арк. 264-265, № 128. Пародія на церковну колядку під свято Сави."	unison	woman		Пародія на церковну колядку під свято Сави
Vinnytsia_125_Oi na richtsi	ОК-СЩ	Оі на річці 	Oi na richtsi 	spring	2007	Кушка Т. Я., Матіяш Д. В.	"с. Рожична Оратівського р-ну Вінницької обл. 
"	жіночій гурт	Транскрибування:  Єфремова Л. О. № 5 (658).	"Зап. у березні 2007 р. Кушка Т. Я., Матіяш Д. В. у с. Рожична Оратівського р-ну Вінницької обл. 
від жіночого гурту. Розшифр. Єфремова Л. О. № 5 (658)."	unison	group of women		
Vinnytsia_126_Dobryi vechir	ОК-СЩ	Добрї вечір 	Dobryi vechir 	spring	2007	Кушка Т. Я., Матіяш Д. В.	"с. Рожична Оратівського р-ну Вінницької обл. 
"	жіночій гурт	Транскрибування:  Єфремова Л. О. № 7 (660).	"Зап. у березні 2007 р. Кушка Т. Я., Матіяш Д. В. у с. Рожична Оратівського р-ну Вінницької обл. 
від жіночого гурту. Розшифр. Єфремова Л. О. № 7 (660)."	2 voices	group of women		
Vinnytsia_127_Oi vypyite, kumtsiu	Колодійна	Оі випїте, кумціу 	Oi vypyite, kumtsiu 	spring	1926	Гайдай Михайло	"м. Браїлов (Москалівка) (нині смт Браїлів Жмеринського р-ну Вінни-
цької обл.) "	Параски Перепелихи, 78 р. 	"ІМФЕ, ф. 6-3, од. зб. 69, арк. 15 (8), № 19. Баби одна 
одну ""припросюють"". (М. Г.)"	"Зап. 1926 р. Гайдай М. П. у м. Браїлов (Москалівка) (нині смт Браїлів Жмеринського р-ну Вінни-
цької обл.) від Параски Перепелихи, 78 р. – ІМФЕ, ф. 6-3, од. зб. 69, арк. 15 (8), № 19. Баби одна 
одну ""припросюють"". (М. Г.)"	unison			
Vinnytsia_128_Shob takyi buv bahatyi	Колодійна	Шоб такї був багатї 	Shob takyi buv bahatyi 	spring	1926	Гайдай Михайло	"м. Браїлов (Москалівка) (нині смт Браїлів Жмеринського р-ну Вінни-
цької обл.) "	Параски Перепелиці, 78 р. 	"ІМФЕ, ф. 6-3, од. зб. 69, арк. 16 (8 зв.), № 20. Колодія 
несуть хрестити (середа). (М. Г.)"	"Зап. 1926 р. Гайдай М. П. у м. Браїлов (Москалівка) (нині смт Браїлів Жмеринського р-ну Вінни-
цької обл.) від Параски Перепелиці, 78 р. – ІМФЕ, ф. 6-3, од. зб. 69, арк. 16 (8 зв.), № 20. Колодія 
несуть хрестити (середа). (М. Г.)"	unison			
